"up"	"dbcode"	"pdbct"	"phmin"	"phmax"	"nonpolyct"	"phrange"	"name"
"http://purl.uniprot.org/uniprot/P41920"	"YRB1_YEAST"	14	6.6	6.6	13	0	"Ran-specific GTPase-activating protein 1"
"http://purl.uniprot.org/uniprot/P41958"	"CED9_CAEEL"	3	6.5	7.5	3	1	"Apoptosis regulator ced-9"
"http://purl.uniprot.org/uniprot/P41972"	"SYI_STAAU"	2	NA	NA	5	NA	"Isoleucine--tRNA ligase"
"http://purl.uniprot.org/uniprot/P41977"	"SODM2_CAEEL"	2	9	9.2	6	0.199999999999999	"Superoxide dismutase [Mn] 2, mitochondrial"
"http://purl.uniprot.org/uniprot/P42003"	"MAD_DROME"	2	7.5	7.5	1	0	"Protein mothers against dpp"
"http://purl.uniprot.org/uniprot/P42013"	"PTHP_BACST"	3	4.2	6.3	2	2.1	"Phosphocarrier protein HPr"
"http://purl.uniprot.org/uniprot/P42060"	"RL22_BACSU"	3	NA	NA	0	NA	"50S ribosomal protein L22"
"http://purl.uniprot.org/uniprot/P42081"	"CD86_HUMAN"	2	7	8.5	0	1.5	"T-lymphocyte activation antigen CD86"
"http://purl.uniprot.org/uniprot/P42084"	"HUTI_BACSU"	2	7.5	7.5	4	0	"Imidazolonepropionase"
"http://purl.uniprot.org/uniprot/P42085"	"XPT_BACSU"	2	5.5	6.5	5	1	"Xanthine phosphoribosyltransferase"
"http://purl.uniprot.org/uniprot/P42127"	"ASIP_HUMAN"	4	NA	NA	0	NA	"Agouti-signaling protein"
"http://purl.uniprot.org/uniprot/P42128"	"FOXK1_MOUSE"	2	NA	NA	0	NA	"Forkhead box protein K1"
"http://purl.uniprot.org/uniprot/P42196"	"BACT_NATPH"	4	4.6	5.1	4	0.5	"Sensory rhodopsin-2"
"http://purl.uniprot.org/uniprot/P42196"	"BACS2_NATPH"	6	5.1	5.8	5	0.7	"Sensory rhodopsin-2"
"http://purl.uniprot.org/uniprot/p42212"	"GFP_AEQVI"	3	8	8	4	0	NA
"http://purl.uniprot.org/uniprot/P42212"	"GFP_AEQVI"	220	3.8	10	37	6.2	"Green fluorescent protein"
"http://purl.uniprot.org/uniprot/P42216"	"KSU5_ECOLI"	7	9.4	9.4	6	0	"3-deoxy-manno-octulosonate cytidylyltransferase"
"http://purl.uniprot.org/uniprot/P42224"	"STAT1_HUMAN"	4	5	8	4	3	"Signal transducer and activator of transcription 1-alpha/beta"
"http://purl.uniprot.org/uniprot/P42227"	"STAT3_MOUSE"	3	5.6	7	1	1.4	"Signal transducer and activator of transcription 3"
"http://purl.uniprot.org/uniprot/P42259"	"HTR2_NATPH"	5	5.1	5.8	4	0.7	"Sensory rhodopsin II transducer"
"http://purl.uniprot.org/uniprot/P42260"	"GRIK2_RAT"	33	4	9	15	5	"Glutamate receptor ionotropic, kainate 2"
"http://purl.uniprot.org/uniprot/P42260"	"GLK2_RAT"	2	4.6	4.9	4	0.300000000000001	"Glutamate receptor ionotropic, kainate 2"
"http://purl.uniprot.org/uniprot/P42262"	"GRIA2_HUMAN"	7	4.6	7.5	12	2.9	"Glutamate receptor 2"
"http://purl.uniprot.org/uniprot/P42264"	"GRIK3_RAT"	10	7.8	8.5	15	0.7	"Glutamate receptor ionotropic, kainate 3"
"http://purl.uniprot.org/uniprot/P42305"	"DBPA_BACSU"	3	6.5	10	2	3.5	"ATP-dependent RNA helicase DbpA"
"http://purl.uniprot.org/uniprot/P42321"	"CATA_PROMI"	9	6.5	7.5	8	1	"Catalase"
"http://purl.uniprot.org/uniprot/P42326"	"TYSA_BACSU"	5	6.25	6.5	4	0.25	NA
"http://purl.uniprot.org/uniprot/P42328"	"ADH3_BACST"	2	7.5	7.5	5	0	"Alcohol dehydrogenase"
"http://purl.uniprot.org/uniprot/P42330"	"AK1C3_HUMAN"	30	4.6	8	34	3.4	"Aldo-keto reductase family 1 member C3"
"http://purl.uniprot.org/uniprot/P42336"	"PK3CA_HUMAN"	9	6.8	8.5	9	1.7	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"
"http://purl.uniprot.org/uniprot/P42345"	"MTOR_HUMAN"	11	3.5	8.5	11	5	"Serine/threonine-protein kinase mTOR"
"http://purl.uniprot.org/uniprot/P42345"	"FRAP_HUMAN"	8	8	8.5	4	0.5	"Serine/threonine-protein kinase mTOR"
"http://purl.uniprot.org/uniprot/P42371"	"FPG_LACLC"	9	7	8.5	3	1.5	"Formamidopyrimidine-DNA glycosylase"
"http://purl.uniprot.org/uniprot/P42390"	"TRPA_MAIZE"	2	7.3	7.3	3	0	"Indole-3-glycerol phosphate lyase, chloroplastic"
"http://purl.uniprot.org/uniprot/P42404"	"HXLB_BACSU"	2	6.5	6.5	1	0	"3-hexulose-6-phosphate isomerase"
"http://purl.uniprot.org/uniprot/P42419"	"IOLI_BACSU"	2	8.1	8.1	2	0	"Inosose isomerase"
"http://purl.uniprot.org/uniprot/P42494"	"DPOLX_ASFB7"	4	NA	NA	2	NA	"Repair DNA polymerase X"
"http://purl.uniprot.org/uniprot/P42494"	"O174_ASFB7"	2	NA	NA	0	NA	"Repair DNA polymerase X"
"http://purl.uniprot.org/uniprot/P42527"	"MHCKA_DICDI"	5	6	8.5	8	2.5	"Myosin heavy chain kinase A"
"http://purl.uniprot.org/uniprot/P42530"	"DIS2_DICDI"	4	7.5	8.5	11	1	"Discoidin-2"
"http://purl.uniprot.org/uniprot/P42532"	"SARCO_RABIT"	2	6.8	6.8	7	0	"Sarcolipin"
"http://purl.uniprot.org/uniprot/P42566"	"EPS15_HUMAN"	4	8.5	8.5	1	0	"Epidermal growth factor receptor substrate 15"
"http://purl.uniprot.org/uniprot/P42566"	"EP15_HUMAN"	5	NA	NA	1	NA	"Epidermal growth factor receptor substrate 15"
"http://purl.uniprot.org/uniprot/P42567"	"EP15_MOUSE"	3	NA	NA	1	NA	"Epidermal growth factor receptor substrate 15"
"http://purl.uniprot.org/uniprot/P42568"	"AF9_HUMAN"	5	NA	NA	0	NA	"Protein AF-9"
"http://purl.uniprot.org/uniprot/P42574"	"CASP3_HUMAN"	82	3.6	8.5	31	4.9	"Caspase-3"
"http://purl.uniprot.org/uniprot/P42574"	"ICE3_HUMAN"	4	4.93	6.4	2	1.47	"Caspase-3"
"http://purl.uniprot.org/uniprot/P42575"	"CASP2_HUMAN"	9	6.5	7.2	1	0.7	"Caspase-2"
"http://purl.uniprot.org/uniprot/P42588"	"PAT_ECOLI"	2	7.5	7.5	6	0	"Putrescine aminotransferase"
"http://purl.uniprot.org/uniprot/P42592"	"YGJK_ECOLI"	6	5.8	6	8	0.2	"Glucosidase YgjK"
"http://purl.uniprot.org/uniprot/P42620"	"YQJG_ECOLI"	4	6.5	7	5	0.5	"Glutathionyl-hydroquinone reductase YqjG"
"http://purl.uniprot.org/uniprot/P42676"	"NEUL_RAT"	3	6.5	7	3	0.5	"Neurolysin, mitochondrial"
"http://purl.uniprot.org/uniprot/P42677"	"RS27_HUMAN"	3	NA	NA	3	NA	"40S ribosomal protein S27"
"http://purl.uniprot.org/uniprot/P42679"	"MATK_HUMAN"	3	6	9	2	3	"Megakaryocyte-associated tyrosine-protein kinase"
"http://purl.uniprot.org/uniprot/P42684"	"ABL2_HUMAN"	7	5.5	8.5	6	3	"Abelson tyrosine-protein kinase 2"
"http://purl.uniprot.org/uniprot/P42697"	"DRP1A_ARATH"	2	7.5	7.5	5	0	"Dynamin-related protein 1A"
"http://purl.uniprot.org/uniprot/P42700"	"RO60_XENLA"	3	3.6	8.5	3	4.9	"60 kDa SS-A/Ro ribonucleoprotein"
"http://purl.uniprot.org/uniprot/P42708"	"NISI_LACLL"	2	NA	NA	0	NA	"Nisin immunity protein"
"http://purl.uniprot.org/uniprot/P42738"	"CM1_ARATH"	2	7.5	7.5	3	0	"Chorismate mutase 1, chloroplastic"
"http://purl.uniprot.org/uniprot/P42765"	"THIM_HUMAN"	2	6.6	6.6	5	0	"3-ketoacyl-CoA thiolase, mitochondrial"
"http://purl.uniprot.org/uniprot/P42768"	"WASP_HUMAN"	5	7.5	7.5	4	0	"Wiskott-Aldrich syndrome protein"
"http://purl.uniprot.org/uniprot/P42771"	"CDN2A_HUMAN"	4	NA	NA	0	NA	"Cyclin-dependent kinase inhibitor 2A"
"http://purl.uniprot.org/uniprot/P42773"	"CDN2C_HUMAN"	6	7.6	8.5	1	0.9	"Cyclin-dependent kinase 4 inhibitor C"
"http://purl.uniprot.org/uniprot/P42790"	"PICP_PSESR"	9	3.5	7.5	5	4	"Pseudomonalisin"
"http://purl.uniprot.org/uniprot/P42849"	"UMEC_ARMRU"	2	5	5	2	0	"Umecyanin"
"http://purl.uniprot.org/uniprot/P42858"	"HD_HUMAN"	15	4.1	7.2	5	3.1	"Huntingtin"
"http://purl.uniprot.org/uniprot/P42861"	"G6PI_LEIME"	2	9	9	2	0	"Glucose-6-phosphate isomerase"
"http://purl.uniprot.org/uniprot/P42919"	"RL2_BACSU"	3	NA	NA	0	NA	"50S ribosomal protein L2"
"http://purl.uniprot.org/uniprot/P42920"	"RL3_BACSU"	3	NA	NA	0	NA	"50S ribosomal protein L3"
"http://purl.uniprot.org/uniprot/P42921"	"RL4_BACSU"	3	NA	NA	0	NA	"50S ribosomal protein L4"
"http://purl.uniprot.org/uniprot/P42924"	"RL23_BACSU"	3	NA	NA	0	NA	"50S ribosomal protein L23"
"http://purl.uniprot.org/uniprot/P42937"	"YG4E_YEAST"	2	8.5	8.5	4	0	"CDC25-like phosphatase YCH1"
"http://purl.uniprot.org/uniprot/P43026"	"GDF5_HUMAN"	4	5	7.5	3	2.5	"Growth/differentiation factor 5"
"http://purl.uniprot.org/uniprot/P43092"	"CARP3_CANAL"	2	6.5	6.5	2	0	NA
"http://purl.uniprot.org/uniprot/P43099"	"DCOR_LACS3"	2	7	7	3	0	"Ornithine decarboxylase, inducible"
"http://purl.uniprot.org/uniprot/P43122"	"QRI7_YEAST"	2	7.5	7.5	4	0	"tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial"
"http://purl.uniprot.org/uniprot/P43146"	"DCC_HUMAN"	8	6	8	5	2	"Netrin receptor DCC"
"http://purl.uniprot.org/uniprot/P43155"	"CACP_HUMAN"	2	6.2	6.2	2	0	"Carnitine O-acetyltransferase"
"http://purl.uniprot.org/uniprot/P43166"	"CAH7_HUMAN"	2	4.5	8.5	5	4	"Carbonic anhydrase 7"
"http://purl.uniprot.org/uniprot/P43183"	"BEV1J_BETPN"	2	7	7	6	0	"Major pollen allergen Bet v 1-J"
"http://purl.uniprot.org/uniprot/P43214"	"MPAP2_PHLPR"	4	4.6	6.8	1	2.2	"Pollen allergen Phl p 2"
"http://purl.uniprot.org/uniprot/P43220"	"GLP1R_HUMAN"	3	6.9	8.5	2	1.6	"Glucagon-like peptide 1 receptor"
"http://purl.uniprot.org/uniprot/P43235"	"CATK_HUMAN"	42	2.9	8.7	41	5.8	"Cathepsin K"
"http://purl.uniprot.org/uniprot/P43238"	"ALL12_ARAHY"	3	5.6	5.6	2	0	"Allergen Ara h 1, clone P41B"
"http://purl.uniprot.org/uniprot/P43246"	"MSH2_HUMAN"	9	7	7	4	0	"DNA mismatch repair protein Msh2"
"http://purl.uniprot.org/uniprot/P43250"	"GRK6_HUMAN"	3	4.9	5.2	8	0.3	"G protein-coupled receptor kinase 6"
"http://purl.uniprot.org/uniprot/P43261"	"EAE_ECO57"	3	4.5	7.2	4	2.7	"Intimin"
"http://purl.uniprot.org/uniprot/P43268"	"ETV4_HUMAN"	2	NA	NA	2	NA	"ETS translocation variant 4"
"http://purl.uniprot.org/uniprot/P43305"	"PRVU_CHICK"	2	NA	NA	1	NA	"Parvalbumin, thymic CPV3"
"http://purl.uniprot.org/uniprot/P43316"	"GUN5_HUMIN"	3	8	8	3	0	"Endoglucanase-5"
"http://purl.uniprot.org/uniprot/P43332"	"SNRPA_DROME"	3	NA	NA	0	NA	"U1 small nuclear ribonucleoprotein A"
"http://purl.uniprot.org/uniprot/P43357"	"MAGA3_HUMAN"	2	5.6	5.6	1	0	"Melanoma-associated antigen 3"
"http://purl.uniprot.org/uniprot/P43358"	"MAGA4_HUMAN"	2	8	8.5	2	0.5	"Melanoma-associated antigen 4"
"http://purl.uniprot.org/uniprot/P43378"	"PTN9_HUMAN"	5	6.15	6.7	7	0.55	"Tyrosine-protein phosphatase non-receptor type 9"
"http://purl.uniprot.org/uniprot/P43379"	"CDGT2_BACCI"	7	7.55	7.55	3	0	"Cyclomaltodextrin glucanotransferase"
"http://purl.uniprot.org/uniprot/P43379"	"CDGU_BACCI"	16	6.1	10.3	9	4.2	"Cyclomaltodextrin glucanotransferase"
"http://purl.uniprot.org/uniprot/P43403"	"ZAP70_HUMAN"	9	6.2	9.5	9	3.3	"Tyrosine-protein kinase ZAP-70"
"http://purl.uniprot.org/uniprot/P43405"	"KSYK_HUMAN"	38	4	8.5	38	4.5	"Tyrosine-protein kinase SYK"
"http://purl.uniprot.org/uniprot/P43455"	"NTPG_ENTHR"	4	6.5	7.5	7	1	"V-type sodium ATPase subunit G"
"http://purl.uniprot.org/uniprot/P43457"	"NTPK_ENTHR"	4	7.5	8	6	0.5	"V-type sodium ATPase subunit K"
"http://purl.uniprot.org/uniprot/P43487"	"RANG_HUMAN"	2	7.5	7.5	5	0	"Ran-specific GTPase-activating protein"
"http://purl.uniprot.org/uniprot/P43488"	"TNFL4_MOUSE"	2	4.5	6.5	3	2	"Tumor necrosis factor ligand superfamily member 4"
"http://purl.uniprot.org/uniprot/P43489"	"TNR4_HUMAN"	3	6	6.5	3	0.5	"Tumor necrosis factor receptor superfamily member 4"
"http://purl.uniprot.org/uniprot/P43490"	"NAMPT_HUMAN"	46	8	9.2	38	1.2	"Nicotinamide phosphoribosyltransferase"
"http://purl.uniprot.org/uniprot/P43529"	"E2BB_ECOLI"	3	4.7	8	1	3.3	"Heat-labile enterotoxin IIB, B chain"
"http://purl.uniprot.org/uniprot/P43529"	"E2BB_ECOLX"	4	6	8.5	5	2.5	"Heat-labile enterotoxin IIB, B chain"
"http://purl.uniprot.org/uniprot/P43534"	"THI5_YEAST"	3	5.5	5.7	3	0.2	"4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase THI5"
"http://purl.uniprot.org/uniprot/P43558"	"OTU1_YEAST"	4	5	6.5	2	1.5	"Ubiquitin thioesterase OTU1"
"http://purl.uniprot.org/uniprot/P43563"	"MOB2_YEAST"	3	5.5	5.5	1	0	"CBK1 kinase activator protein MOB2"
"http://purl.uniprot.org/uniprot/P43577"	"GNA1_YEAST"	3	5.1	5.1	5	0	"Glucosamine 6-phosphate N-acetyltransferase"
"http://purl.uniprot.org/uniprot/P43588"	"RPN11_YEAST"	13	6	7.5	4	1.5	"Ubiquitin carboxyl-terminal hydrolase RPN11"
"http://purl.uniprot.org/uniprot/P43591"	"YFH7_YEAST"	2	6.5	6.5	4	0	"ATP-dependent kinase YFH7"
"http://purl.uniprot.org/uniprot/P43593"	"UBP6_YEAST"	2	NA	NA	1	NA	"Ubiquitin carboxyl-terminal hydrolase 6"
"http://purl.uniprot.org/uniprot/P43596"	"IOC3_YEAST"	2	6.5	7	0	0.5	"ISWI one complex protein 3"
"http://purl.uniprot.org/uniprot/P43603"	"YFJ4_YEAST"	2	7	7.5	2	0.5	"LAS seventeen-binding protein 3"
"http://purl.uniprot.org/uniprot/P43619"	"NADC_YEAST"	5	5.5	5.5	4	0	"Nicotinate-nucleotide pyrophosphorylase [carboxylating]"
"http://purl.uniprot.org/uniprot/P43621"	"COPD_YEAST"	4	6.6	8.5	2	1.9	"Coatomer subunit delta"
"http://purl.uniprot.org/uniprot/P43626"	"KI2L1_HUMAN"	2	6.5	7.7	1	1.2	"Killer cell immunoglobulin-like receptor 2DL1"
"http://purl.uniprot.org/uniprot/P43627"	"KI2L2_HUMAN"	3	6.5	6.5	1	0	"Killer cell immunoglobulin-like receptor 2DL2"
"http://purl.uniprot.org/uniprot/P43629"	"KI3L1_HUMAN"	2	5.6	5.6	2	0	"Killer cell immunoglobulin-like receptor 3DL1"
"http://purl.uniprot.org/uniprot/P43631"	"KI2S2_HUMAN"	2	4.6	5.6	3	1	"Killer cell immunoglobulin-like receptor 2DS2"
"http://purl.uniprot.org/uniprot/P43683"	"MRSA_BACSP"	3	7	7	2	0	"Lantibiotic mersacidin"
"http://purl.uniprot.org/uniprot/P43769"	"TOLR_HAEIN"	2	NA	NA	0	NA	"Protein TolR"
"http://purl.uniprot.org/uniprot/P43772"	"HSLV_HAEIN"	6	5.5	8.5	8	3	"ATP-dependent protease subunit HslV"
"http://purl.uniprot.org/uniprot/P43773"	"HSLU_HAEIN"	6	5.5	7.3	7	1.8	"ATP-dependent protease ATPase subunit HslU"
"http://purl.uniprot.org/uniprot/P43813"	"DNLJ_HAEIN"	10	7.5	7.5	14	0	"DNA ligase"
"http://purl.uniprot.org/uniprot/P43870"	"T2D3_HAEIN"	7	7.5	8	6	0.5	"Type-2 restriction enzyme HindIII"
"http://purl.uniprot.org/uniprot/P43873"	"ACCC_HAEIN"	8	6	6	11	0	"Biotin carboxylase"
"http://purl.uniprot.org/uniprot/P43876"	"AROE_HAEIN"	2	7.8	8.8	3	1	"Shikimate dehydrogenase (NADP(+))"
"http://purl.uniprot.org/uniprot/P43886"	"CYSE_HAEIN"	5	5.4	7.5	5	2.1	"Serine acetyltransferase"
"http://purl.uniprot.org/uniprot/P43889"	"GLMU_HAEIN"	14	5.9	6.5	20	0.6	"Bifunctional protein GlmU"
"http://purl.uniprot.org/uniprot/P43895"	"EFTS_THET8"	2	6.5	6.5	1	0	"Elongation factor Ts"
"http://purl.uniprot.org/uniprot/P43912"	"TRMD_HAEIN"	8	4.5	6.5	11	2	"tRNA (guanine-N(1)-)-methyltransferase"
"http://purl.uniprot.org/uniprot/P44007"	"LUXS_HAEIN"	2	6.25	8.5	4	2.25	"S-ribosylhomocysteine lyase"
"http://purl.uniprot.org/uniprot/P44206"	"Y1472_HAEIN"	2	4.5	4.5	3	0	"Uncharacterized protein HI_1472"
"http://purl.uniprot.org/uniprot/P44413"	"T2D2_HAEIN"	11	5.5	7.5	5	2	NA
"http://purl.uniprot.org/uniprot/P44490"	"KDSB_HAEIN"	3	5.6	5.6	4	0	"3-deoxy-manno-octulosonate cytidylyltransferase"
"http://purl.uniprot.org/uniprot/P44492"	"Y065_HAEIN"	2	7	7.2	6	0.2	"tRNA threonylcarbamoyladenosine biosynthesis protein TsaE"
"http://purl.uniprot.org/uniprot/P44514"	"DAPE_HAEIN"	3	4.4	5.5	4	1.1	"Succinyl-diaminopimelate desuccinylase"
"http://purl.uniprot.org/uniprot/P44539"	"NANA_HAEIN"	6	4.6	7.5	8	2.9	"N-acetylneuraminate lyase"
"http://purl.uniprot.org/uniprot/P44542"	"SIAP_HAEIN"	11	7	8	6	1	"Sialic acid-binding periplasmic protein SiaP"
"http://purl.uniprot.org/uniprot/P44542"	"Y146_HAEIN"	2	8	8.5	4	0.5	"Sialic acid-binding periplasmic protein SiaP"
"http://purl.uniprot.org/uniprot/P44583"	"Y227_HAEIN"	2	7.5	7.5	4	0	"Uncharacterized protein HI_0227"
"http://purl.uniprot.org/uniprot/P44602"	"HXUA1_HAEIN"	3	5.6	7.5	1	1.9	"Heme/hemopexin-binding protein"
"http://purl.uniprot.org/uniprot/P44627"	"Y303_HAEIN"	2	7.5	7.5	1	0	"Ribosomal RNA small subunit methyltransferase E"
"http://purl.uniprot.org/uniprot/P44688"	"MUTH_HAEIN"	2	6.5	6.5	2	0	"DNA mismatch repair protein MutH"
"http://purl.uniprot.org/uniprot/P44741"	"TEHA_HAEIN"	12	5.2	10.2	2	5	"Tellurite resistance protein TehA homolog"
"http://purl.uniprot.org/uniprot/P44783"	"GLPG_HAEIN"	2	6	6	3	0	"Rhomboid protease GlpG"
"http://purl.uniprot.org/uniprot/P44801"	"DHAS_HAEIN"	12	6.5	8.5	8	2	"Aspartate-semialdehyde dehydrogenase"
"http://purl.uniprot.org/uniprot/P44815"	"ISPF_HAEIN"	3	6.5	6.5	6	0	"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
"http://purl.uniprot.org/uniprot/P44853"	"SECB_HAEIN"	2	6.5	9.7	2	3.2	"Protein-export protein SecB"
"http://purl.uniprot.org/uniprot/P44859"	"DAPF_HAEIN"	6	6.5	7.5	8	1	"Diaminopimelate epimerase"
"http://purl.uniprot.org/uniprot/P44862"	"MURQ_HAEIN"	2	5.5	5.5	3	0	"N-acetylmuramic acid 6-phosphate etherase"
"http://purl.uniprot.org/uniprot/P44868"	"Y766_HAEIN"	2	4.6	4.6	3	0	"tRNA (cytidine(34)-2'-O)-methyltransferase"
"http://purl.uniprot.org/uniprot/P44886"	"Y827_HAEIN"	2	7.5	8	6	0.5	"Uncharacterized acyl-CoA thioester hydrolase HI_0827"
"http://purl.uniprot.org/uniprot/P45025"	"MURA_HAEIN"	3	NA	NA	6	NA	"UDP-N-acetylglucosamine 1-carboxyvinyltransferase"
"http://purl.uniprot.org/uniprot/P45040"	"CYSK_HAEIN"	8	7.5	10.5	5	3	"Cysteine synthase"
"http://purl.uniprot.org/uniprot/P45066"	"MURC_HAEIN"	4	6.8	8.6	7	1.8	"UDP-N-acetylmuramate--L-alanine ligase"
"http://purl.uniprot.org/uniprot/P45083"	"Y1161_HAEIN"	3	4.6	7.5	3	2.9	"Putative esterase HI_1161"
"http://purl.uniprot.org/uniprot/P45148"	"CAN_HAEIN"	14	4.3	8.5	7	4.2	"Carbonic anhydrase 2"
"http://purl.uniprot.org/uniprot/P45202"	"Y1434_HAEIN"	2	NA	NA	2	NA	"Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK"
"http://purl.uniprot.org/uniprot/P45206"	"SSPB_HAEIN"	5	5.6	6.5	3	0.9	"Stringent starvation protein B homolog"
"http://purl.uniprot.org/uniprot/P45314"	"KDOP_HAEIN"	2	6.5	8.5	6	2	"3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC"
"http://purl.uniprot.org/uniprot/P45352"	"TYSY_RAT"	2	6	8.5	3	2.5	"Thymidylate synthase"
"http://purl.uniprot.org/uniprot/P45379"	"TNNT2_HUMAN"	2	8	8	2	0	"Troponin T, cardiac muscle"
"http://purl.uniprot.org/uniprot/P45381"	"ACY2_HUMAN"	7	6	6	4	0	"Aspartoacylase"
"http://purl.uniprot.org/uniprot/P45446"	"RORB_RAT"	3	8	8	4	0	"Nuclear receptor ROR-beta"
"http://purl.uniprot.org/uniprot/P45448"	"NR5A2_MOUSE"	3	7	8.8	1	1.8	"Nuclear receptor subfamily 5 group A member 2"
"http://purl.uniprot.org/uniprot/P45452"	"MMP13_HUMAN"	37	5.5	8.5	45	3	"Collagenase 3"
"http://purl.uniprot.org/uniprot/P45478"	"PPT_BOVIN"	3	6.5	6.5	5	0	"Palmitoyl-protein thioesterase 1"
"http://purl.uniprot.org/uniprot/P45481"	"CBP_MOUSE"	17	7	7	4	0	"CREB-binding protein"
"http://purl.uniprot.org/uniprot/P45502"	"IVY_ECOLI"	2	6.75	9	1	2.25	NA
"http://purl.uniprot.org/uniprot/P45510"	"DAK_CITFR"	2	7.5	7.5	5	0	"Dihydroxyacetone kinase"
"http://purl.uniprot.org/uniprot/P45523"	"FKBA_ECOLI"	3	4.5	6.5	3	2	"FKBP-type peptidyl-prolyl cis-trans isomerase FkpA"
"http://purl.uniprot.org/uniprot/P45548"	"PHP_ECOLI"	2	7.5	7.5	7	0	"Phosphotriesterase homology protein"
"http://purl.uniprot.org/uniprot/P45563"	"XAPA_ECOLI"	3	8.2	9	5	0.800000000000001	"Purine nucleoside phosphorylase 2"
"http://purl.uniprot.org/uniprot/P45568"	"DXR_ECOLI"	15	5	6.5	14	1.5	"1-deoxy-D-xylulose 5-phosphate reductoisomerase"
"http://purl.uniprot.org/uniprot/P45689"	"CSOA_THINE"	2	9.5	9.5	4	0	"Major carboxysome shell protein 1A"
"http://purl.uniprot.org/uniprot/P45697"	"SCX1_MESMA"	11	4.5	8.5	4	4	"Alpha-like toxin BmK-M1"
"http://purl.uniprot.org/uniprot/P45718"	"HBA1_TRENE"	6	6	8	4	2	"Hemoglobin subunit alpha-1"
"http://purl.uniprot.org/uniprot/P45720"	"HBB_TRENE"	5	6	8	4	2	"Hemoglobin subunit beta-1/2"
"http://purl.uniprot.org/uniprot/P45723"	"PLC_STAAE"	13	4.6	7.5	10	2.9	"1-phosphatidylinositol phosphodiesterase"
"http://purl.uniprot.org/uniprot/P45741"	"THI1_PANTH"	3	4.6	4.6	3	0	"Thiaminase-1"
"http://purl.uniprot.org/uniprot/P45773"	"GSPG_VIBCH"	2	5	6.5	7	1.5	"Type II secretion system protein G"
"http://purl.uniprot.org/uniprot/P45774"	"GSPH_VIBCH"	2	4.5	7.5	3	3	"Type II secretion system protein H"
"http://purl.uniprot.org/uniprot/P45777"	"GSPC_VIBCH"	2	7.8	10	1	2.2	"Type II secretion system protein C"
"http://purl.uniprot.org/uniprot/P45780"	"GSPF_VIBCH"	3	7	7	6	0	"Type II secretion system protein F"
"http://purl.uniprot.org/uniprot/P45782"	"GSPL_VIBCH"	3	5.5	8	2	2.5	"Type II secretion system protein L"
"http://purl.uniprot.org/uniprot/P45796"	"XYND_PAEPO"	2	6.5	6.5	4	0	"Arabinoxylan arabinofuranohydrolase"
"http://purl.uniprot.org/uniprot/P45799"	"NUDE_ECOLI"	2	NA	NA	2	NA	"ADP compounds hydrolase NudE"
"http://purl.uniprot.org/uniprot/P45847"	"YCIO_ECOLI"	2	5	6.5	2	1.5	NA
"http://purl.uniprot.org/uniprot/P45850"	"OXO1_HORVU"	4	4.6	6	4	1.4	"Oxalate oxidase 1"
"http://purl.uniprot.org/uniprot/P45923"	"YQBG_BACSU"	2	NA	NA	0	NA	"Uncharacterized protein YqbG"
"http://purl.uniprot.org/uniprot/P45947"	"ARSC_BACSU"	4	4.5	4.5	2	0	"Protein ArsC"
"http://purl.uniprot.org/uniprot/P45955"	"YBGF_ECOLI"	2	5	5	7	0	"Cell division coordinator CpoB"
"http://purl.uniprot.org/uniprot/P45956"	"CAS2_ECOLI"	2	6	8.5	2	2.5	"CRISPR-associated endoribonuclease Cas2"
"http://purl.uniprot.org/uniprot/P45973"	"CBX5_HUMAN"	2	7	8.5	2	1.5	"Chromobox protein homolog 5"
"http://purl.uniprot.org/uniprot/P45974"	"UBP5_HUMAN"	4	6.5	6.5	4	0	"Ubiquitin carboxyl-terminal hydrolase 5"
"http://purl.uniprot.org/uniprot/P45983"	"MK08_HUMAN"	17	5.5	8.5	21	3	"Mitogen-activated protein kinase 8"
"http://purl.uniprot.org/uniprot/P45984"	"MK09_HUMAN"	2	5.6	7.5	3	1.9	"Mitogen-activated protein kinase 9"
"http://purl.uniprot.org/uniprot/P45985"	"MP2K4_HUMAN"	3	7.5	7.5	3	0	"Dual specificity mitogen-activated protein kinase kinase 4"
"http://purl.uniprot.org/uniprot/P46003"	"ARSD1_ECOLX"	2	7.4	7.4	2	0	"Arsenical resistance operon trans-acting repressor ArsD"
"http://purl.uniprot.org/uniprot/P46013"	"KI67_HUMAN"	2	NA	NA	0	NA	"Proliferation marker protein Ki-67"
"http://purl.uniprot.org/uniprot/P46060"	"RGP1_HUMAN"	9	5	8.5	1	3.5	"Ran GTPase-activating protein 1"
"http://purl.uniprot.org/uniprot/P46060"	"RAGP1_HUMAN"	3	6	7.5	1	1.5	"Ran GTPase-activating protein 1"
"http://purl.uniprot.org/uniprot/P46063"	"RECQ1_HUMAN"	2	7.5	7.5	7	0	"ATP-dependent DNA helicase Q1"
"http://purl.uniprot.org/uniprot/P46066"	"SCXV_CENSC"	2	NA	NA	0	NA	"Alpha-toxin CsE5"
